Task ID,Task Name,tags,Przeznaczenie (drop down),Klawiatura (labels),Obudowa (labels),Procesor (drop down),Model Procesora (short text),Grafika (short text),RAM (drop down),Dysk (drop down),Rozdzielczość (drop down),Matryca (labels),Problemy (labels),Uwagi (text),Regał (drop down),Lists,Zamówienie (short text)
86c2a792w,pf1erx40,[lenovo thinkpad t480],Przyjęcie,,,i5,7300U,,8,256,,[Zwykłe ryski / otarcia],[Bateria brak],,,[mix starych dostaw na nowej hali],
86c2a79mx,pf1es6r2,[lenovo thinkpad t480],Przyjęcie,,,i5,7300U,,8,256,,[Zwykłe ryski / otarcia],[Bateria brak],,,[mix starych dostaw na nowej hali],
86c2a79y7,PF1ETDAH,[lenovo thinkpad t480],Przyjęcie,,,i5,7300U,,8,256,,[Zwykłe ryski / otarcia],[Bateria brak],,,[mix starych dostaw na nowej hali],
86c2a7a5a,PF1ETE7R,[lenovo thinkpad t480],Przyjęcie,,,i5,7300U,,8,256,,[Zwykłe ryski / otarcia],[Bateria brak],,,[mix starych dostaw na nowej hali],
86c2a7a7w,PF1ETZ0B,[lenovo thinkpad t480],Przyjęcie,,,i5,7300U,,16,256,,[Zwykłe ryski / otarcia],[Bateria brak],,,[mix starych dostaw na nowej hali],
86c2a7act,PF1HT2PT,[lenovo thinkpad t480],Przyjęcie,,,i5,7300U,,8,256,,[Zwykłe ryski / otarcia],[Bateria brak],,,[mix starych dostaw na nowej hali],
86c2a7ajx,PF1HT6U2,[lenovo thinkpad t480],Przyjęcie,,,i5,7300U,,16,256,,[Zwykłe ryski / otarcia],[Bateria brak],,,[mix starych dostaw na nowej hali],
86c2a7arn,PF1ES8NS,[lenovo thinkpad t480],Przyjęcie,,,i5,7300U,,16,256,,[Zwykłe ryski / otarcia],[Bateria brak],,,[mix starych dostaw na nowej hali],
86c2a7ava,pf1etpg0,[lenovo thinkpad t480],Przyjęcie,,,i5,7300U,,16,256,,[Zwykłe ryski / otarcia],[Bateria brak],,,[mix starych dostaw na nowej hali],
86c2a7b1r,pf1etgmu,[lenovo thinkpad t480],Przyjęcie,,,i5,7300U,,16,256,,[Zwykłe ryski / otarcia],[Bateria brak],,,[mix starych dostaw na nowej hali],
86c2a7djt,PF1ESLK0,[lenovo thinkpad t480],Przyjęcie,,,i5,7300U,,16,256,,[Zwykłe ryski / otarcia],[Bateria brak],,,[mix starych dostaw na nowej hali],
86c2a7drb,PF1ETF7J,[lenovo thinkpad t480],Przyjęcie,,,i5,7300U,,8,256,,[Zwykłe ryski / otarcia],[Bateria brak],,,[mix starych dostaw na nowej hali],
86c2a7dwk,PF1ETEDF,[lenovo thinkpad t480],Przyjęcie,,,i5,7300U,,8,256,,"[Zwykłe ryski / otarcia, Zwykłe poświatki]",[Bateria brak],,,[mix starych dostaw na nowej hali],
86c2a7e9j,PF1G7KFQ,[lenovo thinkpad t480],Przyjęcie,,,i5,7300U,,8,256,,[Zwykłe ryski / otarcia],[Bateria brak],,,[mix starych dostaw na nowej hali],
86c2a7edk,PF1ETPDD,[lenovo thinkpad t480],Przyjęcie,,,i5,7300U,,16,256,,[Zwykłe ryski / otarcia],[Bateria brak],,,[mix starych dostaw na nowej hali],
86c2a7eny,PF1GXGZ0,[lenovo thinkpad t480],Przyjęcie,,,i5,7300U,,16,256,,[Zwykłe ryski / otarcia],[Bateria brak],,,[mix starych dostaw na nowej hali],
86c2a7evt,pf1etr5u,[lenovo thinkpad t480],Przyjęcie,,,i5,7300U,,8,256,,[Zwykłe ryski / otarcia],[Bateria brak],,,[mix starych dostaw na nowej hali],
86c2a7h73,PF1G7KG5,[lenovo thinkpad t480],Przyjęcie,,,i5,7300U,,8,256,,[Zwykłe ryski / otarcia],[Bateria brak],,,[mix starych dostaw na nowej hali],
86c2a7hdd,pf1eu49p,[lenovo thinkpad t480],Przyjęcie,,,i5,7300U,,16,256,,[Zwykłe ryski / otarcia],[Bateria brak],,,[mix starych dostaw na nowej hali],
86c2a7hj0,pf1erqfq,[lenovo thinkpad t480],Przyjęcie,,,i5,7300U,,16,256,,[Zwykłe ryski / otarcia],[Bateria brak],,,[mix starych dostaw na nowej hali],
86c2a7hq6,pf1es14n,[lenovo thinkpad t480],Przyjęcie,,,i5,7300U,,16,256,,[Zwykłe ryski / otarcia],[Bateria brak],,,[mix starych dostaw na nowej hali],
86c2a80wf,pf1etcdu,[lenovo thinkpad t480],Przyjęcie,,,i5,7300U,,8,256,,[Zwykłe ryski / otarcia],[Bateria brak],,,[mix starych dostaw na nowej hali],
86c2a80yx,pf1gxkv5,[lenovo thinkpad t480],Przyjęcie,,,i5,7300U,,16,256,,[Zwykłe ryski / otarcia],[Bateria brak],,,[mix starych dostaw na nowej hali],
86c2a813q,pf1erj00,[lenovo thinkpad t480],Przyjęcie,,,i5,7300U,,16,256,,[Zwykłe ryski / otarcia],[Bateria brak],,,[mix starych dostaw na nowej hali],
86c2a81a4,pf1erj9j,[lenovo thinkpad t480],Przyjęcie,,,i5,7300U,,16,256,,[Zwykłe ryski / otarcia],[Bateria brak],,,[mix starych dostaw na nowej hali],
86c2a81c0,pf1ertl1,[lenovo thinkpad t480],Przyjęcie,,,i5,7300U,,8,256,,[Zwykłe ryski / otarcia],[Bateria brak],,,[mix starych dostaw na nowej hali],
86c2a81zv,PF1ETPE6,[lenovo thinkpad t480],Przyjęcie,,,i5,7300U,,16,256,,[Zwykłe ryski / otarcia],[Bateria brak],,,[mix starych dostaw na nowej hali],
86c2a825y,pf1eu0vg,[lenovo thinkpad t480],Przyjęcie,,,i5,7300U,,16,256,,[Zwykłe ryski / otarcia],[Bateria brak],,,[mix starych dostaw na nowej hali],
86c2a82d3,PF1HHQ0B,[lenovo thinkpad t480],Przyjęcie,,,i5,7300U,,16,256,,[Zwykłe ryski / otarcia],[Bateria brak],,,[mix starych dostaw na nowej hali],
86c2a82j5,pf1hhulc,[lenovo thinkpad t480],Przyjęcie,,,i5,7300U,,16,BRAK,,[Zwykłe ryski / otarcia],[Bateria brak],,,[mix starych dostaw na nowej hali],
86c2a82xz,PF1HGXQV,[lenovo thinkpad t480],Przyjęcie,,,i5,7300U,,8,BRAK,,[Zwykłe ryski / otarcia],[Bateria brak],,,[mix starych dostaw na nowej hali],
86c2a8369,pf1hhuhl,[lenovo thinkpad t480],Przyjęcie,,,i5,7300U,,8,256,,[Zwykłe ryski / otarcia],[Bateria brak],,,[mix starych dostaw na nowej hali],
86c2a839n,pf1hhugy,[lenovo thinkpad t480],Przyjęcie,,,i5,7300U,,8,BRAK,,[Zwykłe ryski / otarcia],[Bateria brak],,,[mix starych dostaw na nowej hali],
86c2a83q2,PF1ESJQP,[lenovo thinkpad t480],Przyjęcie,,,i5,7300U,,8,256,,[Zwykłe ryski / otarcia],[Bateria brak],,,[mix starych dostaw na nowej hali],
86c2a83vw,PF1ES12A,[lenovo thinkpad t480],Przyjęcie,,,i5,7300U,,8,256,,[Zwykłe ryski / otarcia],[Bateria brak],,,[mix starych dostaw na nowej hali],
86c2a83yy,PF1HFA5T,[lenovo thinkpad t480],Przyjęcie,,,i5,7300U,,8,256,,[Zwykłe ryski / otarcia],[Bateria brak],,,[mix starych dostaw na nowej hali],
86c2a841v,PF1HF8XM,[lenovo thinkpad t480],Przyjęcie,,,i5,7300U,,8,256,,[Zwykłe ryski / otarcia],[Bateria brak],,,[mix starych dostaw na nowej hali],
86c2a844w,pf1es7aw,[lenovo thinkpad t480],Przyjęcie,,,i5,7300U,,8,256,,[Zwykłe ryski / otarcia],[Bateria brak],,,[mix starych dostaw na nowej hali],
86c2a84v0,pf1ht8pv,[lenovo thinkpad t480],Przyjęcie,,,i5,7300U,,8,256,,"[Wielkie poświaty, Wszędzie otarcia]",[Bateria brak],,,[mix starych dostaw na nowej hali],
86c2a852r,pf1hfa42,[lenovo thinkpad t480],Przyjęcie,,,i5,7300U,,16,BRAK,,"[Wielkie poświaty, Wszędzie otarcia]",[Bateria brak],,,[mix starych dostaw na nowej hali],
86c2a85uh,pf1hhg25,[lenovo thinkpad t480],Przyjęcie,,,i5,7300U,,16,256,,[Zwykłe ryski / otarcia],[Bateria brak],,,[mix starych dostaw na nowej hali],
86c2a86mg,pf1hh92e,[lenovo thinkpad t480],Przyjęcie,,,i5,7300U,,16,BRAK,,[Zwykłe ryski / otarcia],[Bateria brak],,,[mix starych dostaw na nowej hali],
86c2a870g,PF1ETYC8,[lenovo thinkpad t480],Przyjęcie,,,i5,7300U,,16,BRAK,,[Zwykłe ryski / otarcia],[Bateria brak],,,[mix starych dostaw na nowej hali],
86c2a87ra,PF1ERQ8V,[lenovo thinkpad t480],Przyjęcie,,,i5,7300U,,16,256,,[Zwykłe ryski / otarcia],[Bateria brak],,,[mix starych dostaw na nowej hali],
86c2a88ar,PF1EU08Z,[lenovo thinkpad t480],Przyjęcie,,,i5,7300U,,16,256,,[Zwykłe ryski / otarcia],[Bateria brak],,,[mix starych dostaw na nowej hali],
86c2a88kz,PF1HHX13,[lenovo thinkpad t480],Przyjęcie,,,i5,7300U,,16,256,,[Zwykłe ryski / otarcia],[Bateria brak],,,[mix starych dostaw na nowej hali],
86c2a88uz,PF1HTD3Z,[lenovo thinkpad t480],Przyjęcie,,,i5,7300U,,16,256,,[Zwykłe ryski / otarcia],[Bateria brak],,,[mix starych dostaw na nowej hali],
86c2a88y9,PF1HT2R6,[lenovo thinkpad t480],Przyjęcie,,,i5,7300U,,16,256,,[Zwykłe ryski / otarcia],[Bateria brak],,,[mix starych dostaw na nowej hali],
86c2a89tb,pf1hgxre,[lenovo thinkpad t480],Serwis,,,,,,,,,,"[Klapa X, Gniazdo ładowania ]",,,[mix starych dostaw na nowej hali],
86c2a8dg9,pf1et9fg,[lenovo thinkpad t480],Przyjęcie,,,i5,7300U,,8,256,,[Bez wad],"[Bateria brak, Palmrest]",,,[mix starych dostaw na nowej hali],
86c2a8ehd,PF1ETVAU,[lenovo thinkpad t480],Przyjęcie,,,i5,7300U,,16,BRAK,,[Zwykłe ryski / otarcia],[Bateria brak],,,[mix starych dostaw na nowej hali],
86c2a8ez3,PF1F7V57,[lenovo thinkpad t480],Serwis,,,i5,7300U,,,,,"[Dotyk, Zbita]","[Spód X, Bateria brak, Palmrest]",,,[mix starych dostaw na nowej hali],
86c2a8gbr,pf1es4mu,[lenovo thinkpad t480],Serwis,,,i5,7300U,,16,BRAK,,[Zwykłe ryski / otarcia],[Touchpad],,,[mix starych dostaw na nowej hali],
86c2a8hb0,pf1etgjz,[lenovo thinkpad t480],Przyjęcie,,,i5,7300U,,8,256,,[Zwykłe ryski / otarcia],[Bateria brak],,,[mix starych dostaw na nowej hali],
86c2a8hv2,PF1ES6RD,[lenovo thinkpad t480],Przyjęcie,,,i5,7300U,,8,256,,[Zwykłe ryski / otarcia],"[Bateria brak, Palmrest]",,,[mix starych dostaw na nowej hali],
86c2a8jhk,PF1ES8LT,[lenovo thinkpad t480],Przyjęcie,,,i5,7300U,,8,256,,[Bez wad],"[Bateria brak, Palmrest]",,,[mix starych dostaw na nowej hali],
86c2a8kfe,pf1eu07w,[lenovo thinkpad t480],Przyjęcie,,,i5,7300U,,16,256,,[Zwykłe ryski / otarcia],[Bateria brak],,,[mix starych dostaw na nowej hali],
86c2a8kz6,pf1etf71,[lenovo thinkpad t480],Przyjęcie,,,i5,7300U,,8,256,,[Zwykłe ryski / otarcia],[Bateria brak],,,[mix starych dostaw na nowej hali],
86c2a8mjb,pf1etwzh,[lenovo thinkpad t480],Przyjęcie,,,i5,7300U,,16,256,,[Zwykłe ryski / otarcia],[Bateria brak],,,[mix starych dostaw na nowej hali],
86c2a8mwb,pf1et4hj,[lenovo thinkpad t480],Przyjęcie,,,i5,7300U,,16,256,,[Zwykłe ryski / otarcia],[Bateria brak],,,[mix starych dostaw na nowej hali],
86c2a8mzq,pf1et4ap,[lenovo thinkpad t480],Przyjęcie,,,i5,7300U,,8,256,,[Zwykłe ryski / otarcia],[Bateria brak],,,[mix starych dostaw na nowej hali],
86c2a8p0u,pf1etf5x,[lenovo thinkpad t480],Przyjęcie,,,i5,7300U,,16,256,,[Zwykłe ryski / otarcia],[Bateria brak],,,[mix starych dostaw na nowej hali],
86c2a8p6j,pf1ers46,[lenovo thinkpad t480],Przyjęcie,,,i5,7300U,,16,256,,[Zwykłe ryski / otarcia],[Bateria brak],,,[mix starych dostaw na nowej hali],
86c2a8pn8,pf1eu31v,[lenovo thinkpad t480],Przyjęcie,,,i5,7300U,,16,BRAK,,[Zwykłe ryski / otarcia],[Bateria brak],,,[mix starych dostaw na nowej hali],
86c2a8pvv,pf1hhg0d,[lenovo thinkpad t480],Przyjęcie,,,i5,7300U,,16,256,,[Zwykłe ryski / otarcia],[Bateria brak],,,[mix starych dostaw na nowej hali],
86c2a8q0v,PF1GXLLQ,[lenovo thinkpad t480],Przyjęcie,,,i5,7300U,,16,256,,[Zwykłe ryski / otarcia],[Bateria brak],,,[mix starych dostaw na nowej hali],
86c2a8qf5,pf1etyf3,[lenovo thinkpad t480],Przyjęcie,,,i5,7300U,,16,256,,[Zwykłe ryski / otarcia],[Bateria brak],,,[mix starych dostaw na nowej hali],
86c2ay3f9,pf1h4pch,[lenovo thinkpad t480],Przyjęcie,,,i5,8350u,,8,,,"[Zwykłe ryski / otarcia, Dotyk]","[Bateria brak, Palmrest]",,,[mix starych dostaw na nowej hali],
86c2ay4ju,pf1ern5g,[lenovo thinkpad t480],Przyjęcie,,,i5,7300U,,16,256,,[Zwykłe ryski / otarcia],[Bateria brak],,,[mix starych dostaw na nowej hali],
86c2ay4x4,PF1ET8A7,[lenovo thinkpad t480],Przyjęcie,,,i5,7300U,,8,256,,[Zwykłe ryski / otarcia],[Bateria brak],,,[mix starych dostaw na nowej hali],
86c2ay555,PF1ETW8E,[lenovo thinkpad t480],Przyjęcie,,,i5,7300U,,16,256,,[Zwykłe ryski / otarcia],[Bateria brak],,,[mix starych dostaw na nowej hali],
86c2ay68x,pf1etswf,[lenovo thinkpad t480],Przyjęcie,,,i5,7300U,,8,256,,[Zwykłe ryski / otarcia],[Bateria brak],,,[mix starych dostaw na nowej hali],
86c2ay6fy,PF1HHWJG,[lenovo thinkpad t480],Przyjęcie,,,i5,7300U,,16,256,,[Zwykłe ryski / otarcia],[Bateria brak],,,[mix starych dostaw na nowej hali],
86c2ay720,PF1ETN83,[lenovo thinkpad t480],Przyjęcie,,,i5,7300U,,8,256,,[Zwykłe ryski / otarcia],[Bateria brak],,,[mix starych dostaw na nowej hali],
86c2ay77d,PF1ET8CW,[lenovo thinkpad t480],Przyjęcie,,,i5,7300U,,8,256,,[Zwykłe ryski / otarcia],[Bateria brak],,,[mix starych dostaw na nowej hali],
86c2ay7ea,pf1ervlu,[lenovo thinkpad t480],Przyjęcie,,,i5,7300U,,8,256,,[Zwykłe ryski / otarcia],[Bateria brak],,,[mix starych dostaw na nowej hali],
86c2ay7p4,pf1et4l7,[lenovo thinkpad t480],Przyjęcie,,,i5,7300U,,8,256,,[Zwykłe ryski / otarcia],[Bateria brak],,,[mix starych dostaw na nowej hali],
86c2ay9gx,pf1erjc3,[lenovo thinkpad t480],Przyjęcie,,,i5,7300U,,16,256,,[Zwykłe ryski / otarcia],[Bateria brak],,,[mix starych dostaw na nowej hali],
86c2ay9tc,pf1etm8p,[lenovo thinkpad t480],Przyjęcie,,,i5,7300U,,8,256,,[Zwykłe ryski / otarcia],[Bateria brak],,,[mix starych dostaw na nowej hali],
86c2ay9yq,pf1etv7e,[lenovo thinkpad t480],Przyjęcie,,,i5,7300U,,8,256,,[Zwykłe ryski / otarcia],[Bateria brak],,,[mix starych dostaw na nowej hali],
86c2bbq4a,PF1ESNK9,[lenovo thinkpad t480],Przyjęcie,,,i5,7300U,,8,256,,[Zwykłe ryski / otarcia],[Bateria brak],,,[mix starych dostaw na nowej hali],
86c2bbqfb,PF1ESAF5,[lenovo thinkpad t480],Przyjęcie,,,i5,7300U,,16,256,,[Zwykłe ryski / otarcia],[Bateria brak],,,[mix starych dostaw na nowej hali],
86c2bbqgp,PF1G7BW0,[lenovo thinkpad t480],Przyjęcie,,,i5,7300U,,16,256,,[Zwykłe ryski / otarcia],[Bateria brak],,,[mix starych dostaw na nowej hali],
86c2bbqxy,PF1ETYDJ,[lenovo thinkpad t480],Przyjęcie,,,i5,7300U,,16,256,,[Zwykłe ryski / otarcia],[Bateria brak],,,[mix starych dostaw na nowej hali],
86c2bbrda,PF1ET7MM,[lenovo thinkpad t480],Przyjęcie,,,i5,7300U,,16,256,,[Zwykłe ryski / otarcia],[Bateria brak],,,[mix starych dostaw na nowej hali],
86c2bbrp7,PF1ETPEW,[lenovo thinkpad t480],Przyjęcie,,,i5,7300U,,16,256,,[Zwykłe ryski / otarcia],[Bateria brak],,,[mix starych dostaw na nowej hali],
86c2bbrxy,PF1ETDAM,[lenovo thinkpad t480],Przyjęcie,,,i5,7300U,,16,256,,[Zwykłe ryski / otarcia],[Bateria brak],,,[mix starych dostaw na nowej hali],
86c2bbtax,pf1frj4l,[lenovo thinkpad t480],Przyjęcie,,,i5,7300U,,16,256,,"[Zwykłe ryski / otarcia, Zwykłe poświatki]",[Bateria brak],,,[mix starych dostaw na nowej hali],
86c2bbtwj,PF1ETW9G,[lenovo thinkpad t480],Przyjęcie,,,i5,7300U,,16,256,,[Zwykłe ryski / otarcia],[Bateria brak],,,[mix starych dostaw na nowej hali],
86c2bbu9v,PF1EU08L,[lenovo thinkpad t480],Przyjęcie,,,i5,7300U,,16,256,,[Zwykłe ryski / otarcia],[Bateria brak],,,[mix starych dostaw na nowej hali],
86c2bbujp,PF1HT4QW,[lenovo thinkpad t480],Przyjęcie,,,i5,7300U,,16,256,,[Zwykłe ryski / otarcia],[Bateria brak],,,[mix starych dostaw na nowej hali],
86c2bbvbb,PF1HT6TL,[lenovo thinkpad t480],Przyjęcie,,,i5,7300U,,16,256,,[Zwykłe ryski / otarcia],[Bateria brak],,,[mix starych dostaw na nowej hali],
86c2bbvkn,PF1ET7N9,[lenovo thinkpad t480],Przyjęcie,,,i5,7300U,,8,256,,[Zwykłe ryski / otarcia],[Bateria brak],,,[mix starych dostaw na nowej hali],
86c2bbvr0,PF1HH94Q,[lenovo thinkpad t480],Przyjęcie,,,i5,7300U,,16,256,,[Zwykłe ryski / otarcia],[Bateria brak],,,[mix starych dostaw na nowej hali],
86c2bbw6k,pf1eu4mj,[lenovo thinkpad t480],Przyjęcie,,,i5,7300U,,16,256,,[Zwykłe ryski / otarcia],[Bateria brak],,,[mix starych dostaw na nowej hali],
86c2bbwdy,PF1ETWYC,[lenovo thinkpad t480],Przyjęcie,,,i5,7300U,,16,256,,[Zwykłe ryski / otarcia],[Bateria brak],,,[mix starych dostaw na nowej hali],
86c2bbwnc,pf1es8kx,[lenovo thinkpad t480],Przyjęcie,,,i5,7300U,,8,256,,[Zwykłe ryski / otarcia],[Bateria brak],,,[mix starych dostaw na nowej hali],
86c2bbwuy,PF1ETHRM,[lenovo thinkpad t480],Przyjęcie,,,i5,7300U,,16,256,,[Zwykłe ryski / otarcia],[Bateria brak],,,[mix starych dostaw na nowej hali],
86c2bbydd,PF1FRJBR,[lenovo thinkpad t480],Przyjęcie,,,i5,7300U,,16,256,,[Zwykłe ryski / otarcia],[Bateria brak],,,[mix starych dostaw na nowej hali],
86c2bbyum,PF1ERX53,[lenovo thinkpad t480],Przyjęcie,,,i5,7300U,,16,256,,[Zwykłe ryski / otarcia],[Bateria brak],,,[mix starych dostaw na nowej hali],
86c2bbz9j,PF1HH5HH,[lenovo thinkpad t480],Przyjęcie,,,i5,7300U,,16,256,,[Zwykłe ryski / otarcia],[Bateria brak],,,[mix starych dostaw na nowej hali],
86c2bdz9h,PF1GK9N3,[lenovo thinkpad t480],Przyjęcie,,,i5,7300U,,16,256,,[Zwykłe ryski / otarcia],[Bateria brak],,,[mix starych dostaw na nowej hali],
86c2bdzc7,PF1HT6S1,[lenovo thinkpad t480],Przyjęcie,,,i5,7300U,,16,256,,[Zwykłe ryski / otarcia],[Bateria brak],,,[mix starych dostaw na nowej hali],
86c2bdzfe,PF1ETS5J,[lenovo thinkpad t480],Przyjęcie,,,i5,7300U,,16,BRAK,,[Zwykłe ryski / otarcia],[Bateria brak],,,[mix starych dostaw na nowej hali],
86c2be00u,PF1EY4DR,[lenovo thinkpad t480],Przyjęcie,,,i5,7300U,,8,256,,[Zwykłe ryski / otarcia],[Bateria brak],,,[mix starych dostaw na nowej hali],
86c2be09a,PF1H1C2J,[lenovo thinkpad t480],Przyjęcie,,,i5,7300U,,16,256,,[Zwykłe ryski / otarcia],[Bateria brak],,,[mix starych dostaw na nowej hali],
86c2be0k8,PF1EU1GL,[lenovo thinkpad t480],Przyjęcie,,,i5,7300U,,16,BRAK,,[Zwykłe ryski / otarcia],[Bateria brak],,,[mix starych dostaw na nowej hali],
86c2be0zn,pf1ht4pr,[lenovo thinkpad t480],Przyjęcie,,,i5,7300U,,16,256,,[Zwykłe ryski / otarcia],[Bateria brak],,,[mix starych dostaw na nowej hali],
86c2be3z6,pf1ht2q5,[lenovo thinkpad t480],Przyjęcie,,,i5,7300U,,16,256,,[Zwykłe ryski / otarcia],[Bateria brak],,,[mix starych dostaw na nowej hali],
86c2be451,PF1ETV73,[lenovo thinkpad t480],Przyjęcie,,,i5,7300U,,16,256,,[Zwykłe ryski / otarcia],[Bateria brak],,,[mix starych dostaw na nowej hali],
86c2be4dm,pf1ertmd,[lenovo thinkpad t480],Przyjęcie,,,i5,7300U,,8,256,,[Zwykłe ryski / otarcia],[Bateria brak],,,[mix starych dostaw na nowej hali],
86c2be6jr,pf1ethsk,[lenovo thinkpad t480],Przyjęcie,,,i5,7300U,,16,256,,[Zwykłe ryski / otarcia],[Bateria brak],,,[mix starych dostaw na nowej hali],
86c2be8kt,PF1EU3JR,[lenovo thinkpad t480],Przyjęcie,,,i5,7300U,,16,256,,[Zwykłe ryski / otarcia],[Bateria brak],,,[mix starych dostaw na nowej hali],
86c2be9et,PF1ET7N7,[lenovo thinkpad t480],Przyjęcie,,,i5,7300U,,16,256,,[Zwykłe ryski / otarcia],[Bateria brak],,,[mix starych dostaw na nowej hali],
86c2bec65,PF1ETYD6,[lenovo thinkpad t480],Przyjęcie,,,i5,7300U,,16,256,,[Zwykłe ryski / otarcia],[Bateria brak],,,[mix starych dostaw na nowej hali],
86c2becme,PF1HJ9FW,[lenovo thinkpad t480],Przyjęcie,,,i5,7300U,,8,256,,[Zwykłe ryski / otarcia],[Bateria brak],,,[mix starych dostaw na nowej hali],
86c2bedng,PF1HH956,[lenovo thinkpad t480],Przyjęcie,,,i5,7300U,,16,256,,[Zwykłe ryski / otarcia],[Bateria brak],,,[mix starych dostaw na nowej hali],
86c2bee4w,PF1H0Z14,[lenovo thinkpad t480],Przyjęcie,,,i5,7300U,,16,256,,[Zwykłe ryski / otarcia],[Bateria brak],,,[mix starych dostaw na nowej hali],
86c2cbn49,pf1ybjz7,[lenovo thinkpad t480],Serwis,,,,,,,BRAK,,[Zwykłe ryski / otarcia],"[Bateria brak, Nie włącza się]","ZIMA brak wewn baterii, dysku i kieszeni
",,[mix starych dostaw na nowej hali],
86c2cbpxp,PF1EU1EC,[lenovo thinkpad t480],Serwis,,,i5,7300U,,,BRAK,,[Zwykłe ryski / otarcia],"[Bateria brak, Nie włącza się]","ZIMA brak wewn baterii, dysku i kieszeni
",,[mix starych dostaw na nowej hali],
86c2cbq3r,PF1DVXRQ,[lenovo thinkpad t480],Serwis,,,,,,,BRAK,,[Zwykłe ryski / otarcia],"[Bateria brak, Nie włącza się]","ZIMA brak wewn baterii, dysku i kieszeni
",,[mix starych dostaw na nowej hali],
86c2cbqdq,PF1HFA31,[lenovo thinkpad t480],Serwis,,,i5,7300U,,,BRAK,,[Zwykłe ryski / otarcia],"[Bateria brak, Nie włącza się]","ZIMA brak wewn baterii, dysku i kieszeni
",,[mix starych dostaw na nowej hali],
86c2cbqjf,PF1ERS3U,[lenovo thinkpad t480],Serwis,,,i5,7300U,,,BRAK,,[Zwykłe ryski / otarcia],"[Bateria brak, Nie włącza się]","ZIMA brak wewn baterii, dysku i kieszeni
",,[mix starych dostaw na nowej hali],
86c2cbru4,pf1eu48y,[lenovo thinkpad t480],Serwis,,,i5,7300U,,Brak,BRAK,,[Zwykłe ryski / otarcia],"[Bateria brak, Nie włącza się]","ZIMA brak wewn baterii, dysku i kieszeni
",,[mix starych dostaw na nowej hali],
86c2cbt6k,pf1kcnhh,[lenovo thinkpad t480],Serwis,,,,,,Brak,BRAK,,[Zwykłe ryski / otarcia],"[Bateria brak, Nie włącza się]","ZIMA brak wewn baterii, dysku i kieszeni
",,[mix starych dostaw na nowej hali],
86c2cbtk4,pf1mp1ew,[lenovo thinkpad t480],Serwis,,,i5,7300U,,,BRAK,,[Zwykłe ryski / otarcia],"[Bateria brak, Nie włącza się]","ZIMA brak wewn baterii, dysku i kieszeni
",,[mix starych dostaw na nowej hali],
86c2cc0hx,pf1ke2fz,[lenovo thinkpad t480],Serwis,,,,,,,,,[Zwykłe ryski / otarcia],"[Bateria brak, Palmrest, Nie włącza się]","ZIMA 
",,[mix starych dostaw na nowej hali],
86c2cc197,pf1yaq3b,[lenovo thinkpad t480],Serwis,,,,,,,BRAK,,[Zwykłe ryski / otarcia],"[Bateria brak, Nie włącza się]","ZIMA brak wewn baterii, dysku i kieszeni
",,[mix starych dostaw na nowej hali],
86c2cc28v,pf1es4kv,[lenovo thinkpad t480],Serwis,,,,,,,BRAK,,[Zwykłe ryski / otarcia],"[Bateria brak, Nie włącza się]","ZIMA brak wewn baterii, dysku i kieszeni
",,[mix starych dostaw na nowej hali],
86c2cc321,pf1eteeh,[lenovo thinkpad t480],Serwis,,,i5,7300U,,,BRAK,,[Zwykłe ryski / otarcia],"[Bateria brak, Nie włącza się]","ZIMA brak wewn baterii, dysku i kieszeni
",,[mix starych dostaw na nowej hali],
86c2cc3bv,pf1erjgh,[lenovo thinkpad t480],Serwis,,,i5,7300U,,,BRAK,,[Zwykłe ryski / otarcia],"[Bateria brak, Nie włącza się]","ZIMA brak wewn baterii, dysku i kieszeni
",,[mix starych dostaw na nowej hali],
86c2ccnqg,PF1H4FFN,[lenovo thinkpad t480],Serwis,,,i5,8350U,,Brak,BRAK,,"[Zwykłe ryski / otarcia, Dotyk]","[Bateria brak, Palmrest]","ZIMA brak wewn baterii, dysku i kieszeni
",,[mix starych dostaw na nowej hali],
86c2cd0mw,pf292wkk,[lenovo thinkpad t480],Przyjęcie,,,i5,8350u,,8,256,,[Bez wad],[],,,[mix starych dostaw na nowej hali],
86c2cd1z3,pf1duzyj,[lenovo thinkpad t480],Przyjęcie,,,i5,8350u,,8,256,,[Zwykłe ryski / otarcia],[Bateria brak],,,[mix starych dostaw na nowej hali],
86c2cd30p,pf1yb8kw,[lenovo thinkpad t480],Przyjęcie,,,i5,8350u,,8,256,,[Zwykłe ryski / otarcia],[Bateria brak],,,[mix starych dostaw na nowej hali],
86c2cd379,pf1k3r8x,[lenovo thinkpad t480],Przyjęcie,,,i5,8350u,,8,256,,[Zwykłe ryski / otarcia],[Bateria brak],,,[mix starych dostaw na nowej hali],
86c2cd3dk,pf1ycv3v,[lenovo thinkpad t480],Przyjęcie,,,i5,8350u,,8,256,,[Zwykłe ryski / otarcia],[Bateria brak],,,[mix starych dostaw na nowej hali],
86c2cd3gf,pf1k3s28,[lenovo thinkpad t480],Przyjęcie,,,i5,8350u,,8,256,,[Zwykłe ryski / otarcia],[Bateria brak],,,[mix starych dostaw na nowej hali],
86c2cd3na,pf1ycfca,[lenovo thinkpad t480],Przyjęcie,,,i5,8350u,,8,256,,[Zwykłe ryski / otarcia],[Bateria brak],,,[mix starych dostaw na nowej hali],
